tiger_1.02	fast_tiger	tiger-calculator
0.0397461589846	0.0405812	0.0405811623246493
0.0380761523046	0.0511022	0.05110220440881764
0.0270541082164	0.0460922	0.04609218436873747
0.0300601202405	0.0480962	0.04809619238476954
0.0375751503006	0.0380762	0.03807615230460922
0.0300601202405	0.0482632	0.04826319305277221
0.0330661322645	0.0512692	0.051269205076820305
0.0325651302605	0.0452572	0.04525718102872412
0.0365731462926	0.0541082	0.05410821643286573
0.0380761523046	0.0597862	0.059786239144956586
0.0390781563126	0.0470942	0.047094188376753505
0.0551102204409	0.0546092	0.05460921843687375
0.0300601202405	0.0435872	0.0435871743486974
0.0305611222445	0.0511022	0.05110220440881764
0.0280561122244	0.0415832	0.04158316633266533
0.0425851703407	0.0425852	0.042585170340681364
0.0285571142285	0.0385772	0.03857715430861723
0.0591182364729	0.0711423	0.07114228456913828
0.0280561122244	0.0480962	0.04809619238476954
0.0387441549766	0.0522712	0.052271209084836345
0.0516032064128	0.0495992	0.04959919839679359
0.0581162324649	0.0482632	0.048263193052772206
0.0475951903808	0.0601202	0.06012024048096192
0.0335671342685	0.0584502	0.058450233800935204
0.0360721442886	0.0395792	0.039579158316633264
0.0571142284569	0.0676353	0.06763527054108216
0.0591182364729	0.0526052	0.05260521042084168
0.0465931863727	0.0465932	0.04659318637274549
0.0270541082164	0.0410822	0.041082164328657314
0.0455911823647	0.0485972	0.048597194388777555
0.0275551102204	0.0440882	0.04408817635270541
0.0561122244489	0.0746493	0.0746492985971944
0.0315631262525	0.0502672	0.05026720106880428
0.0497661990648	0.0749833	0.07498329993319973
0.0305611222445	0.0708083	0.07080828323313293
0.065130260521	0.0866733	0.08667334669338678
0.0435871743487	0.0470942	0.047094188376753505
0.0470941883768	0.0546092	0.05460921843687375
0.0295591182365	0.0457582	0.04575818303273214
0.0330661322645	0.0410822	0.041082164328657314
0.0380761523046	0.0531062	0.0531062124248497
0.0430861723447	0.0440882	0.04408817635270541
0.0450901803607	0.0581162	0.05811623246492986
0.0337341349365	0.0502672	0.05026720106880428
0.0360721442886	0.0731463	0.07314629258517034
0.0365731462926	0.0495992	0.04959919839679359
0.0310621242485	0.0415832	0.04158316633266533
0.0340681362725	0.0430862	0.04308617234468938
0.0425851703407	0.0440882	0.04408817635270541
0.0417501670007	0.0713093	0.07130928523714096
0.0432531730127	0.0574482	0.05744822979291917
0.0345691382766	0.0470942	0.047094188376753505
0.0526052104208	0.0562792	0.05627922511690047
0.0330661322645	0.0410822	0.041082164328657314
0.0260521042084	0.0385772	0.03857715430861723
0.0365731462926	0.0460922	0.04609218436873747
0.0536072144289	0.0811623	0.0811623246492986
0.0430861723447	0.0450902	0.045090180360721446
0.0330661322645	0.0457582	0.04575818303273213
0.0335671342685	0.0502672	0.05026720106880427
0.0511022044088	0.0516032	0.051603206412825654
0.0315631262525	0.0415832	0.04158316633266533
0.0445891783567	0.0576152	0.057615230460921846
0.0546092184369	0.0761523	0.07615230460921844
0.0390781563126	0.0465932	0.04659318637274549
0.0400801603206	0.0516032	0.051603206412825654
0.0345691382766	0.0561122	0.056112224448897796
0.0285571142285	0.0452572	0.04525718102872412
0.0280561122244	0.0415832	0.04158316633266533
0.0315631262525	0.0450902	0.045090180360721446
0.0490981963928	0.0475952	0.04759519038076152
0.0340681362725	0.0410822	0.041082164328657314
0.0511022044088	0.0475952	0.04759519038076152
0.0370741482966	0.0546092	0.05460921843687375
0.0307281229125	0.0487642	0.04876419505678023
0.0330661322645	0.0435872	0.0435871743486974
0.0310621242485	0.0440882	0.04408817635270541
0.0501002004008	0.0385772	0.03857715430861723
0.0365731462926	0.0490982	0.04909819639278557
0.0340681362725	0.0541082	0.05410821643286573
0.0502672010688	0.0646293	0.06462925851703406
0.0375751503006	0.0435872	0.0435871743486974
0.064128256513	0.0556112	0.05561122244488978
0.0696392785571	0.0878424	0.08784235136940548
0.0300601202405	0.0465932	0.04659318637274549
0.0270541082164	0.0425852	0.042585170340681364
0.0280561122244	0.0475952	0.04759519038076152
0.062124248497	0.0636273	0.06362725450901803
0.0365731462926	0.0395792	0.039579158316633264
0.0335671342685	0.0462592	0.04625918503674015
0.0445891783567	0.0507682	0.050768203072812296
0.0405811623246	0.0531062	0.0531062124248497
0.0445891783567	0.0455912	0.045591182364729456
0.0455911823647	0.0430862	0.04308617234468938
0.0285571142285	0.0417502	0.041750167000668005
0.0285571142285	0.0440882	0.04408817635270541
0.0340681362725	0.0400802	0.04008016032064128
0.0335671342685	0.0445892	0.04458917835671343
0.062625250501	0.0601202	0.06012024048096192
0.0290581162325	0.0395792	0.039579158316633264
0.0365731462926	0.0495992	0.04959919839679359
0.0320641282565	0.0485972	0.048597194388777555
0.0270541082164	0.0402472	0.04024716098864396
0.0502672010688	0.0450902	0.045090180360721446
0.0330661322645	0.0435872	0.0435871743486974
0.0430861723447	0.0485972	0.048597194388777555
0.0320641282565	0.0485972	0.048597194388777555
0.0536072144289	0.0450902	0.045090180360721446
0.0788243152973	0.0626253	0.062625250501002
0.0290581162325	0.0397462	0.039746158984635946
0.0310621242485	0.0395792	0.039579158316633264
0.0265531062124	0.0465932	0.04659318637274549
0.0320641282565	0.0430862	0.04308617234468938
0.0265531062124	0.0355711	0.03557114228456914
0.0365731462926	0.0450902	0.045090180360721446
0.0395791583166	0.0571142	0.05711422845691383
0.0375751503006	0.0576152	0.057615230460921846
0.0335671342685	0.0475952	0.04759519038076152
0.0300601202405	0.0467602	0.04676018704074816
0.0265531062124	0.0425852	0.042585170340681364
0.0330661322645	0.0552772	0.05527722110888443
0.062124248497	0.0435872	0.0435871743486974
0.0280561122244	0.0506012	0.05060120240480962
0.0395791583166	0.0455912	0.045591182364729456
0.0340681362725	0.0415832	0.04158316633266533
0.0265531062124	0.0452572	0.045257181028724114
0.0285571142285	0.0485972	0.048597194388777555
0.0360721442886	0.0412492	0.04124916499665998
0.0345691382766	0.0410822	0.041082164328657314
0.0360721442886	0.0480962	0.04809619238476954
0.0285571142285	0.0490982	0.04909819639278557
0.0330661322645	0.0495992	0.04959919839679359
0.0420841683367	0.0497662	0.049766199064796256
0.0420841683367	0.0606212	0.06062124248496994
0.0325651302605	0.0420842	0.04208416833667335
0.0255511022044	0.0410822	0.041082164328657314
0.0350701402806	0.0415832	0.04158316633266533
0.0390781563126	0.0480962	0.04809619238476954
0.0290581162325	0.0420842	0.04208416833667335
0.0260521042084	0.0382432	0.038243152972611896
0.0275551102204	0.0440882	0.04408817635270541
0.0355711422846	0.0581162	0.05811623246492986
0.0240480961924	0.0450902	0.045090180360721446
0.0455911823647	0.0485972	0.048597194388777555
0.0395791583166	0.0467602	0.04676018704074816
0.0586172344689	0.0616232	0.06162324649298597
0.0410821643287	0.0475952	0.04759519038076152
0.0365731462926	0.0501002	0.050100200400801605
0.0315631262525	0.0390782	0.03907815631262525
0.0340681362725	0.0495992	0.04959919839679359
0.0355711422846	0.0440882	0.04408817635270541
0.0280561122244	0.0470942	0.047094188376753505
0.0375751503006	0.0501002	0.050100200400801605
0.0335671342685	0.0556112	0.05561122244488978
0.0355711422846	0.0417502	0.041750167000668005
0.0345691382766	0.0495992	0.04959919839679359
0.0350701402806	0.0522712	0.052271209084836345
0.0295591182365	0.0626253	0.062625250501002
0.0380761523046	0.0516032	0.051603206412825654
0.0703072812291	0.0868403	0.08684034736138943
0.0345691382766	0.0576152	0.057615230460921846
0.0385771543086	0.0651303	0.06513026052104208
0.0280561122244	0.0460922	0.04609218436873747
0.0410821643287	0.0400802	0.04008016032064128
0.0320641282565	0.0480962	0.04809619238476954
0.0566132264529	0.0501002	0.050100200400801605
0.0415831663327	0.0415832	0.04158316633266533
0.0347361389446	0.0442552	0.04425517702070809
0.0501002004008	0.0647963	0.06479625918503674
0.0350701402806	0.0475952	0.04759519038076152
0.0295591182365	0.0501002	0.050100200400801605
0.0410821643287	0.0516032	0.051603206412825654
0.0325651302605	0.0485972	0.048597194388777555
0.061122244489	0.0622912	0.06229124916499666
0.0455911823647	0.0445892	0.04458917835671343
0.0365731462926	0.0524382	0.052438209752839006
0.0290581162325	0.0480962	0.04809619238476954
0.0295591182365	0.0450902	0.045090180360721446
0.0566132264529	0.0698063	0.06980627922511691
0.0315631262525	0.0455912	0.045591182364729456
0.0300601202405	0.0455912	0.045591182364729456
0.0405811623246	0.0637943	0.06379425517702071
0.0390781563126	0.0477622	0.04776219104876419
0.0270541082164	0.0450902	0.045090180360721446
0.0265531062124	0.0382432	0.03824315297261189
0.0315631262525	0.0375752	0.037575150300601205
0.0360721442886	0.0450902	0.045090180360721446
0.0375751503006	0.0561122	0.056112224448897796
0.0330661322645	0.0400802	0.04008016032064128
0.0395791583166	0.0506012	0.05060120240480962
0.0495991983968	0.0490982	0.04909819639278557
0.0285571142285	0.0420842	0.04208416833667335
0.0340681362725	0.0420842	0.04208416833667335
0.0280561122244	0.0415832	0.04158316633266533
0.0365731462926	0.0475952	0.04759519038076152
0.100701402806	0.0711423	0.07114228456913828
0.0335671342685	0.0415832	0.04158316633266533
0.0415831663327	0.0546092	0.05460921843687375
0.0270541082164	0.0450902	0.045090180360721446
0.0265531062124	0.0465932	0.04659318637274549
0.0385771543086	0.0460922	0.04609218436873747
0.0335671342685	0.0410822	0.041082164328657314
0.0275551102204	0.0420842	0.04208416833667335
0.0430861723447	0.0465932	0.04659318637274549
0.0320641282565	0.0445892	0.04458917835671343
0.0480961923848	0.0465932	0.04659318637274549
0.0490981963928	0.0671343	0.06713426853707415
0.0495991983968	0.0746493	0.0746492985971944
0.0395791583166	0.0460922	0.04609218436873747
0.0340681362725	0.0485972	0.048597194388777555
0.0370741482966	0.0631263	0.06312625250501001
0.0310621242485	0.0440882	0.04408817635270541
0.0265531062124	0.0410822	0.041082164328657314
0.0315631262525	0.0385772	0.03857715430861723
0.0586172344689	0.0576152	0.057615230460921846
0.0410821643287	0.0601202	0.06012024048096192
0.0415831663327	0.0425852	0.042585170340681364
0.0360721442886	0.0405812	0.0405811623246493
0.0330661322645	0.0472612	0.04726118904475618
0.0310621242485	0.0552772	0.05527722110888443
0.0400801603206	0.0531062	0.0531062124248497
0.103540414162	0.0606212	0.06062124248496994
0.0430861723447	0.0502672	0.05026720106880428
0.0345691382766	0.0375752	0.037575150300601205
0.0275551102204	0.0546092	0.05460921843687375
0.0290581162325	0.0475952	0.04759519038076152
0.0415831663327	0.0506012	0.05060120240480962
0.0402471609886	0.0432532	0.043253173012692055
0.0290581162325	0.0437542	0.04375417501670007
0.0275551102204	0.0385772	0.03857715430861723
0.0380761523046	0.0793253	0.0793253173012692
0.0385771543086	0.0492652	0.049265197060788246
0.0345691382766	0.0485972	0.048597194388777555
0.0280561122244	0.0400802	0.04008016032064128
0.0395791583166	0.0506012	0.05060120240480962
0.0375751503006	0.0506012	0.05060120240480962
0.0425851703407	0.0415832	0.04158316633266533
0.0325651302605	0.0512692	0.051269205076820305
0.0360721442886	0.0495992	0.04959919839679359
0.0260521042084	0.0375752	0.037575150300601205
0.0275551102204	0.0440882	0.04408817635270541
0.0395791583166	0.0417502	0.041750167000668005
0.0335671342685	0.0445892	0.04458917835671343
0.0350701402806	0.0405812	0.0405811623246493
0.0380761523046	0.0521042	0.052104208416833664
0.0365731462926	0.0480962	0.04809619238476954
0.0390781563126	0.0410822	0.041082164328657314
0.0475951903808	0.0462592	0.046259185036740154
0.0315631262525	0.0400802	0.04008016032064128
0.0245490981964	0.0440882	0.04408817635270541
0.0270541082164	0.0460922	0.04609218436873747
0.0370741482966	0.0425852	0.042585170340681364
0.0315631262525	0.0420842	0.04208416833667335
0.0380761523046	0.0541082	0.05410821643286573
0.0315631262525	0.0516032	0.051603206412825654
0.0420841683367	0.0611222	0.061122244488977955
0.0355711422846	0.0437542	0.04375417501670007
0.0300601202405	0.0460922	0.04609218436873747
0.0310621242485	0.0425852	0.042585170340681364
0.0335671342685	0.0425852	0.042585170340681364
0.0280561122244	0.0531062	0.0531062124248497
0.0571142284569	0.0572812	0.0572812291249165
0.0480961923848	0.0470942	0.047094188376753505
0.120240480962	0.0831663	0.08316633266533066
0.0495991983968	0.0576152	0.057615230460921846
0.0345691382766	0.0430862	0.04308617234468938
0.0310621242485	0.0440882	0.04408817635270541
0.0430861723447	0.0442552	0.04425517702070808
0.0395791583166	0.0502672	0.05026720106880428
0.0385771543086	0.0425852	0.042585170340681364
0.0315631262525	0.0445892	0.04458917835671343
0.0370741482966	0.0465932	0.04659318637274549
0.0290581162325	0.0440882	0.04408817635270541
0.0521042084168	0.0511022	0.05110220440881764
0.0375751503006	0.0430862	0.04308617234468938
0.0340681362725	0.0531062	0.0531062124248497
0.0340681362725	0.0501002	0.050100200400801605
0.0380761523046	0.0475952	0.04759519038076152
0.0355711422846	0.0460922	0.04609218436873747
0.0410821643287	0.0460922	0.04609218436873747
0.0300601202405	0.0425852	0.042585170340681364
0.0315631262525	0.0425852	0.042585170340681364
0.0691382765531	0.0609552	0.06095524382097529
0.0265531062124	0.0430862	0.04308617234468938
0.0711422845691	0.0631263	0.06312625250501001
0.0380761523046	0.0546092	0.05460921843687375
0.0275551102204	0.0531062	0.0531062124248497
0.0385771543086	0.0551102	0.05511022044088176
0.0380761523046	0.0470942	0.047094188376753505
0.0470941883768	0.0596192	0.059619238476953905
0.0460921843687	0.0395792	0.039579158316633264
0.0350701402806	0.0440882	0.04408817635270541
0.0536072144289	0.0521042	0.052104208416833664
0.0345691382766	0.0450902	0.045090180360721446
0.0360721442886	0.0457582	0.04575818303273213
0.0355711422846	0.0380762	0.03807615230460922
0.0450901803607	0.0521042	0.052104208416833664
0.0435871743487	0.0490982	0.04909819639278557
0.0380761523046	0.0455912	0.045591182364729456
0.0340681362725	0.0435872	0.0435871743486974
0.0362391449566	0.0405812	0.0405811623246493
0.0385771543086	0.0475952	0.04759519038076152
0.0380761523046	0.0562792	0.056279225116900464
0.0370741482966	0.0485972	0.048597194388777555
0.0335671342685	0.0465932	0.04659318637274549
0.0581162324649	0.0430862	0.04308617234468938
0.0516032064128	0.0526052	0.05260521042084168
0.0262191048764	0.0407482	0.040748162992651965
0.0315631262525	0.0485972	0.048597194388777555
0.0310621242485	0.0460922	0.04609218436873747
0.0355711422846	0.0526052	0.05260521042084168
0.0375751503006	0.0531062	0.0531062124248497
0.0395791583166	0.0506012	0.05060120240480962
0.0295591182365	0.0485972	0.048597194388777555
0.0320641282565	0.0435872	0.0435871743486974
0.0265531062124	0.0390782	0.03907815631262525
0.0412491649967	0.0571142	0.05711422845691383
0.0365731462926	0.0472612	0.04726118904475619
0.0567802271209	0.0698063	0.06980627922511691
0.0357381429526	0.0452572	0.045257181028724114
0.0270541082164	0.0400802	0.04008016032064128
0.0265531062124	0.0414162	0.04141616566466266
0.0425851703407	0.0611222	0.061122244488977955
0.0295591182365	0.0485972	0.048597194388777555
0.0410821643287	0.0594522	0.05945223780895124
0.0345691382766	0.0445892	0.04458917835671343
0.0425851703407	0.0395792	0.039579158316633264
0.0380761523046	0.0475952	0.04759519038076152
0.0420841683367	0.0400802	0.04008016032064128
0.061289245157	0.0552772	0.05527722110888444
0.0305611222445	0.0420842	0.04208416833667335
0.0295591182365	0.0390782	0.03907815631262525
0.0312291249165	0.0377422	0.03774215096860387
0.0325651302605	0.0501002	0.050100200400801605
0.0325651302605	0.0400802	0.04008016032064128
0.0501002004008	0.0506012	0.05060120240480962
0.0285571142285	0.0501002	0.050100200400801605
0.0465931863727	0.0450902	0.045090180360721446
0.0345691382766	0.0390782	0.03907815631262525
0.0305611222445	0.0450902	0.045090180360721446
0.0285571142285	0.0457582	0.04575818303273213
0.0465931863727	0.0455912	0.045591182364729456
0.0340681362725	0.0465932	0.04659318637274549
0.0275551102204	0.0415832	0.04158316633266533
0.0335671342685	0.0501002	0.050100200400801605
0.0265531062124	0.0526052	0.05260521042084168
0.0492651970608	0.0526052	0.05260521042084168
0.0330661322645	0.0425852	0.042585170340681364
0.0295591182365	0.0365731	0.03657314629258517
0.0320641282565	0.0489312	0.048931195724782904
0.0370741482966	0.0482632	0.04826319305277221
0.0853373413494	0.0688043	0.06880427521710088
0.0345691382766	0.0477622	0.047762191048764197
0.0450901803607	0.0462592	0.046259185036740154
0.0305611222445	0.0450902	0.045090180360721446
0.0380761523046	0.0432532	0.04325317301269205
0.0345691382766	0.0440882	0.04408817635270541
0.0360721442886	0.0465932	0.04659318637274549
0.0355711422846	0.0482632	0.048263193052772206
0.0430861723447	0.0611222	0.061122244488977955
0.0516032064128	0.0561122	0.056112224448897796
0.0330661322645	0.0425852	0.042585170340681364
