5,1
7,2
9,3
11,6
1,24
12,5
1,26
1,28
1,31
15,9
17,4
18,8
2,27
2,29
26,7
4,25
5,20
5,23
7,22
9,21
10,17
11,11
13,16
13,19
17,15
17,18
18,10
18,12
19,13
19,14
